,Train_Loss,Test_Loss,Train_Accuracy,Test_Accuracy
0,2.298475401109043,2.294411823804496,0.09843333333333333,0.098
1,2.2890257338057864,2.2825357027369035,0.09871666666666666,0.098
2,2.2719627809723546,2.257993582650742,0.09871666666666666,0.098
3,2.2390559078679817,2.216782287505694,0.09871666666666666,0.098
4,2.197424655224585,2.1762075347277836,0.09921666666666666,0.0994
5,2.164249583849446,2.148965210841558,0.10873333333333333,0.1186
6,2.1441186509980628,2.1338963005140266,0.14278333333333335,0.173
7,2.132200474508391,2.122574701325884,0.21183333333333335,0.2634
8,2.1203873396795454,2.1040912746918496,0.30275,0.3397
9,2.0962765682248574,2.0715522740440306,0.36501666666666666,0.3814
10,2.052371837958074,2.0131859751541343,0.3882333333333333,0.3926
11,1.979223516081762,1.9194114445058528,0.3877,0.3872
12,1.8701472479547174,1.7899392107888314,0.38585,0.3863
13,1.730936835284705,1.6370157397220642,0.3974666666666667,0.4179
14,1.5777356946181325,1.4810773481996868,0.45231666666666664,0.4753
15,1.4278838237133153,1.3391233385406192,0.54225,0.6041
16,1.2938164220945982,1.2128383879012818,0.61135,0.6369
17,1.1732436389653957,1.0979354177783638,0.649,0.6844
18,1.0643222252520605,0.994726719977297,0.69235,0.7268
19,0.9704808963714023,0.9074191111597291,0.7272666666666666,0.7555
20,0.8927775234262696,0.8372898778217291,0.75055,0.7722
21,0.8301003420848311,0.7803262807026213,0.7664,0.7838
22,0.7786080290577042,0.7332028351547879,0.7781166666666667,0.7981
23,0.7362764011829075,0.6936686811860684,0.79085,0.8072
24,0.6999322088778928,0.6602832910891012,0.8003333333333333,0.816
25,0.6691971130740996,0.6310466357867129,0.8095,0.8224
26,0.6417983168421725,0.6059411097471199,0.8171333333333334,0.8286
27,0.618009188409783,0.5830747284924621,0.8241166666666667,0.8364
28,0.5965914953352275,0.5631581668954289,0.8299666666666666,0.8428
29,0.577564308161897,0.545462097668459,0.8357333333333333,0.8454
30,0.5606705130858907,0.5290093452319362,0.8412,0.8521
31,0.5450783828550495,0.5146073358542864,0.8460833333333333,0.8561
32,0.5312169445762679,0.5015309956174397,0.8503,0.8605
33,0.5183557219550471,0.48936096998467765,0.8536666666666667,0.8636
34,0.5068760526916732,0.47848313434595086,0.85725,0.866
35,0.4962476361501298,0.46808025515242896,0.8604666666666667,0.8689
36,0.4864961815635982,0.45891847380341877,0.8635,0.8718
37,0.4776725153022938,0.4504388646719395,0.8657833333333333,0.8744
38,0.46927073293495014,0.44269115848451374,0.86815,0.8773
39,0.4616240296590285,0.43560216009583075,0.8696166666666667,0.879
40,0.4545575873430861,0.42897698443457705,0.8712833333333333,0.8821
41,0.44814349100549233,0.4226469761619139,0.8729166666666667,0.8844
42,0.4419121903045647,0.41683939156230054,0.8747833333333334,0.8849
43,0.43625036474225914,0.41127809430407813,0.8764,0.8865
44,0.43089304068052114,0.40631394094674206,0.87775,0.8884
45,0.42576375349647294,0.4015712546205913,0.8792,0.8891
46,0.4211104809633642,0.3971535166949283,0.8805833333333334,0.8893
47,0.41665539228275034,0.3931729988314984,0.88155,0.89
48,0.4123849701078955,0.3890656416356895,0.8829333333333333,0.8908
49,0.4084217617092365,0.3852948024373678,0.88405,0.8918
