,Train_Loss,Test_Loss,Train_Accuracy,Test_Accuracy
0,2.3001270236022395,2.2974110031364523,0.09853333333333333,0.098
1,2.293151559068969,2.2874873496222055,0.09871666666666666,0.098
2,2.2776859735098145,2.264339748962462,0.09871666666666666,0.098
3,2.2455980252910153,2.222598611463631,0.09871666666666666,0.098
4,2.2010566769052597,2.176619013974258,0.0992,0.0992
5,2.161984802014414,2.1440031038775844,0.10888333333333333,0.1215
6,2.1373605298404934,2.125039685619927,0.15156666666666666,0.1942
7,2.1217456811725275,2.107737796698675,0.24946666666666667,0.3078
8,2.10128141253295,2.081245565930503,0.34363333333333335,0.3758
9,2.0669288591500763,2.0315398083022784,0.38306666666666667,0.3935
10,2.004244576292365,1.9510027715771885,0.39055,0.3938
11,1.9078115611070947,1.8325160520100992,0.40645,0.4309
12,1.776129627084481,1.6809916922608195,0.4627,0.5296
13,1.618153870882186,1.515300553857545,0.58055,0.6057
14,1.4570743593873778,1.3560851498163595,0.5977166666666667,0.6026
15,1.3074095216830723,1.215158087442899,0.6028,0.6204
16,1.1754106706080991,1.0938013362274943,0.63125,0.662
17,1.0628103792367805,0.9904967091687807,0.6846833333333333,0.7178
18,0.9691350255851003,0.9067807518744854,0.7255333333333334,0.751
19,0.8933615547535878,0.8388392304496585,0.7531833333333333,0.7715
20,0.8319141439001562,0.7826336133497586,0.7690166666666667,0.7865
21,0.7808690194541194,0.7360907961798141,0.7835333333333333,0.8005
22,0.7381652910780149,0.6962513999168316,0.7946833333333333,0.81
23,0.7012336394048617,0.6623689904539135,0.8054166666666667,0.8179
24,0.6697134307897196,0.6325305795376855,0.8144,0.825
25,0.6417392217358787,0.6061383438099494,0.8224666666666667,0.8324
26,0.6168808254924437,0.5827866441694176,0.82965,0.84
27,0.5952033072732543,0.5615036635737867,0.8353,0.8455
28,0.5754137976066788,0.5428474732741404,0.8405166666666667,0.8497
29,0.5578711465011087,0.525470474724917,0.84475,0.8549
30,0.54198899341418,0.510154716463901,0.8489333333333333,0.8593
31,0.5278686654244641,0.4960689646921646,0.8522333333333333,0.8626
32,0.5147928635892913,0.48347385304743856,0.8560166666666666,0.866
33,0.5030403170266239,0.47212189350701045,0.8588666666666667,0.8686
34,0.4925385614644167,0.46177082732693314,0.8613,0.8707
35,0.48285378501567855,0.4521953002746923,0.8637,0.8733
36,0.4740079115120094,0.44326274734216115,0.86615,0.8754
37,0.4656551121567221,0.4354977514451509,0.86875,0.8775
38,0.4580892537217267,0.4284317943543041,0.8703333333333333,0.8791
39,0.4513388914811413,0.4214288346933863,0.8719,0.8834
40,0.4447701370819062,0.41527211145489745,0.8735,0.8854
41,0.4387913813778317,0.4094771136143331,0.8748,0.8878
42,0.4331166676897342,0.4040644407089364,0.8763,0.8897
43,0.4279879660672988,0.39898605641309826,0.8780833333333333,0.8903
44,0.4230164403916391,0.3943554238478475,0.8792833333333333,0.8912
45,0.4182987507135757,0.3899224144083003,0.8803666666666666,0.892
46,0.41410595104970854,0.38588547579063504,0.8815666666666667,0.8935
47,0.40996236141519377,0.3821034704435529,0.8827333333333334,0.8946
48,0.4061328806519193,0.3783795047266555,0.8836666666666667,0.895
49,0.4023241594967569,0.374958551011117,0.8849166666666667,0.8957
