,Train_Loss,Test_Loss,Train_Accuracy,Test_Accuracy
0,2.1963774146067077,2.037237830368134,0.1693,0.4325
1,1.519428240372874,0.9706283862461467,0.5258,0.7088
2,0.7354726326751094,0.5517266033137009,0.7898333333333334,0.8478
3,0.5067097851832277,0.4379142925881984,0.8564333333333334,0.8775
4,0.4304331298452419,0.3884775106398841,0.8766333333333334,0.8901
5,0.39212237522792304,0.3590769178928941,0.88695,0.8977
6,0.3673805089068257,0.33870103331960844,0.8937333333333334,0.9034
7,0.3496624907143075,0.3250510611962698,0.8987833333333334,0.9063
8,0.33621259849084406,0.3160315560250187,0.9029833333333334,0.9088
9,0.32598314721314914,0.308622163458515,0.9061333333333333,0.9102
10,0.3181885106049666,0.30122004458434953,0.9081833333333333,0.9127
11,0.31146483736083536,0.2976451651767742,0.9101333333333333,0.9135
12,0.3062073925948845,0.29565588564486145,0.91175,0.9153
13,0.3026311341025921,0.29109259132281257,0.91285,0.9154
14,0.29984066793454034,0.288967213940621,0.9135333333333333,0.9157
15,0.2979619909851264,0.2893051178973634,0.9138666666666667,0.9158
16,0.29656331695558263,0.2876844779405609,0.9142333333333333,0.9152
17,0.2961437795470306,0.28747443433633496,0.9140666666666667,0.9157
18,0.29561908798283615,0.28586215480990945,0.9138833333333334,0.9158
19,0.295178873016342,0.28584923404031787,0.9137833333333333,0.914
20,0.29347111029288,0.2834973963906089,0.9147166666666666,0.9157
21,0.29174289186874125,0.28159730835218877,0.91465,0.9172
22,0.2896759225977869,0.27958734998247875,0.9156833333333333,0.9173
23,0.2880533270522124,0.2797753657444457,0.91605,0.9193
24,0.28592104640960503,0.2780184487807497,0.9174166666666667,0.9183
25,0.2839835561283314,0.27604383890361656,0.9184,0.9181
26,0.2823564828154346,0.27490550153601123,0.9182333333333333,0.9202
27,0.2806704203175515,0.2738585534762321,0.9190833333333334,0.92
28,0.2785307687608599,0.2706187009221174,0.9202,0.9209
29,0.27744097883330243,0.26982039662879764,0.92005,0.9211
30,0.2757590973231788,0.2688099536554181,0.9205666666666666,0.9209
31,0.2738384713772384,0.26835008143196376,0.92175,0.9219
32,0.273007996779481,0.2691788476123581,0.9217666666666666,0.9225
33,0.27123431173462403,0.266833743202071,0.9224,0.924
34,0.27016583551228507,0.26467914818627636,0.92275,0.9221
35,0.2689912542986108,0.26571184847240437,0.923,0.9217
36,0.2677383131226996,0.2661293708924251,0.9239666666666667,0.9233
37,0.2666530145659549,0.264524774207964,0.9244,0.9226
38,0.26567602712342464,0.26376933671056696,0.9243666666666667,0.9245
39,0.26445618786773356,0.2617861246733579,0.9250833333333334,0.9246
40,0.26361620633900446,0.2613732881413102,0.9250666666666667,0.9244
41,0.2632821782453865,0.26121852953057684,0.9255333333333333,0.9245
42,0.26208877137279296,0.2620001045599444,0.9257666666666666,0.9243
43,0.26168752447899496,0.2612902582914543,0.9264166666666667,0.9239
44,0.2607345221507378,0.26305645397627886,0.9264166666666667,0.9233
45,0.2603771242071026,0.2636441219814866,0.9262666666666667,0.9239
46,0.2597585486238849,0.2607706989048951,0.9269666666666667,0.9253
47,0.25947675590119407,0.2589544376654818,0.9267666666666666,0.9244
48,0.2589004704800111,0.2595163700909883,0.9269,0.9259
49,0.2580749437096329,0.2611891734854216,0.9272166666666667,0.9251
