,Train_Loss,Test_Loss,Train_Accuracy,Test_Accuracy
0,2.1996722260099197,2.093455849522532,0.15316666666666667,0.3704
1,1.6538658063953788,1.0643231798011277,0.4938166666666667,0.6369
2,0.8364769701656504,0.6753384549423573,0.7502833333333333,0.813
3,0.625808820307129,0.5500556413685643,0.8234,0.8425
4,0.5481947292622009,0.4990514345928179,0.8372,0.852
5,0.5140416157067457,0.4732847236267068,0.8437666666666667,0.8582
6,0.49642114409889737,0.4566884480368113,0.8502166666666666,0.865
7,0.4913077878919181,0.4560940545059455,0.8530666666666666,0.8674
8,0.5003733987875979,0.4748857370203539,0.85365,0.8591
9,0.5328594164815548,0.5234189874580446,0.8445333333333334,0.8439
10,0.6042207632255304,0.6219306506441798,0.8203833333333334,0.8118
11,0.7258654639324703,0.7783028177422023,0.7775333333333333,0.7578
12,0.8883475276269828,0.9413228981518634,0.7168,0.7016
13,1.027215691971113,1.0506684866864702,0.65815,0.6107
14,1.1251920675135896,1.1363133708682065,0.57735,0.5666
15,1.1789669111973118,1.1691738062566475,0.5576333333333333,0.5522
16,1.2147564197841432,1.1870571252070337,0.5418,0.5522
17,1.2424517253643694,1.2390180088696205,0.5330333333333334,0.5364
18,1.2773876095105905,1.2802153205377218,0.5300333333333334,0.5234
19,1.3224160923034074,1.4203671473288089,0.5210166666666667,0.543
20,1.4036708684640045,1.7075129445730868,0.5182333333333333,0.5473
21,1.6436853896740475,1.429829726283148,0.5097666666666667,0.5699
22,1.7188299275098362,1.9862871167178655,0.5187166666666667,0.5131
23,1.7817785818449172,1.9373140263804653,0.52145,0.5588
24,1.804594255685502,1.3622611815626537,0.51865,0.4976
25,1.8413368737630078,1.6379374781229563,0.5052,0.4513
26,1.7500712212776,1.4683015355623712,0.5026333333333334,0.5184
27,1.784981450465723,2.153210852615023,0.4956833333333333,0.517
28,1.7814136623580263,1.8427547430529332,0.48625,0.5257
29,1.8558731127070358,2.1438956205084336,0.47326666666666667,0.4572
30,1.9021625849994654,1.735878817521681,0.45321666666666666,0.4203
31,1.966892899768702,1.6716541178948046,0.43875,0.4339
32,2.0053550911239153,2.034897237296723,0.42645,0.4376
33,2.153269377224349,1.7613141856237255,0.40908333333333335,0.4721
