,Train_Loss,Test_Loss,Train_Accuracy,Test_Accuracy
0,2.2984770166680994,2.294413321619219,0.09856666666666666,0.098
1,2.2890384283607053,2.282582465677723,0.09871666666666666,0.098
2,2.2720854037014493,2.258277195551505,0.09871666666666666,0.098
3,2.239161847386799,2.2167920052842494,0.09871666666666666,0.098
4,2.197605276738995,2.1761797275073804,0.0988,0.0983
5,2.1644635980340405,2.1498853629733987,0.10478333333333334,0.1114
6,2.1459575000103923,2.1355228521894314,0.12923333333333334,0.1498
7,2.1356473019264604,2.1267326371807593,0.17121666666666666,0.2057
8,2.1268852635869906,2.1157907441664303,0.2389,0.287
9,2.1125436367582067,2.0966642628651844,0.3090333333333333,0.3474
10,2.0883211101025387,2.0631253523846302,0.35481666666666667,0.3768
11,2.0484549380899932,2.012988544687514,0.37698333333333334,0.3914
12,1.991311000645112,1.9435402123751935,0.39008333333333334,0.3993
13,1.9129816900701182,1.8561233283374823,0.4097166666666667,0.4367
14,1.820950612659429,1.7561460565516136,0.45766666666666667,0.4774
15,1.725506603854939,1.664267529904627,0.48236666666666667,0.4871
16,1.64537727055882,1.5936461484252877,0.48706666666666665,0.4903
17,1.5855081934867656,1.5410303570570612,0.4887,0.4921
18,1.5397589794298334,1.5009271283525358,0.4901,0.4932
19,1.5038726093787105,1.4688582533049823,0.49088333333333334,0.4938
20,1.4764348276654709,1.4400621490425662,0.49035,0.4928
21,1.449185393099225,1.4164133244026107,0.49035,0.4914
22,1.4283472517118754,1.3957326098453702,0.49515,0.5032
23,1.4103786420956004,1.377622398871819,0.5043166666666666,0.5095
24,1.3939159203131786,1.3628420948266924,0.5080333333333333,0.5133
25,1.3828875003072203,1.350077243219289,0.5086,0.5144
26,1.3719676823662124,1.3413589378940545,0.5075166666666666,0.5138
27,1.3669091951775967,1.335146987838577,0.5030166666666667,0.5102
28,1.3619922761949939,1.332149639062083,0.49983333333333335,0.5056
29,1.3613206085323244,1.3309496778394503,0.49523333333333336,0.5004
30,1.3615609436859066,1.3316268515197673,0.4892,0.4935
31,1.3626424436307851,1.333255437773592,0.48445,0.4882
32,1.3647754583515186,1.3352904372239267,0.4791666666666667,0.4821
33,1.3682241275892157,1.3377095961553793,0.4738833333333333,0.4777
34,1.3705318076945836,1.3400532157775642,0.4700666666666667,0.4743
35,1.3730521207389332,1.3424761626568376,0.4668,0.4715
36,1.3754619104830208,1.3443727835814518,0.4637,0.4676
37,1.3756323775569266,1.3462294704648183,0.46095,0.4641
38,1.37727259885116,1.346490143445538,0.45835,0.4624
39,1.3756242606605034,1.34535717366698,0.45666666666666667,0.4601
40,1.373279420752816,1.3420420708664982,0.45426666666666665,0.4586
41,1.3686093279015397,1.3355050737776528,0.4526,0.4576
42,1.3582952575436118,1.3247793039697933,0.45213333333333333,0.4579
43,1.3466034264575137,1.3099754510888553,0.4508333333333333,0.4577
44,1.3298339029581572,1.293633175882767,0.4512333333333333,0.458
45,1.3140850790212886,1.2779698109210105,0.4513666666666667,0.4591
46,1.2994810210024685,1.264436022711557,0.45265,0.4603
47,1.287904600162906,1.2524843275504696,0.45388333333333336,0.4607
48,1.2776225957607719,1.2421826902300706,0.4549666666666667,0.462
49,1.2677635513821282,1.2324947804016548,0.4590666666666667,0.4632
