,Train_Loss,Test_Loss,Train_Accuracy,Test_Accuracy
0,2.300066789739989,2.297340734180982,0.09871666666666666,0.098
1,2.2930295520709967,2.2873345857337073,0.09871666666666666,0.098
2,2.277448952999843,2.2640614365202096,0.09871666666666666,0.098
3,2.2454513489007315,2.222781030434218,0.09871666666666666,0.098
4,2.2014344636882126,2.1777384420251518,0.09901666666666667,0.0987
5,2.1635725028279005,2.1463320185182404,0.1068,0.1165
6,2.140231467831975,2.127680280733207,0.13965,0.1737
7,2.1251608923687817,2.1116034932267462,0.2141,0.2678
8,2.106756731780364,2.0878085613433672,0.32505,0.3875
9,2.075370839516499,2.044995765564055,0.41241666666666665,0.4492
10,2.020715618734671,1.972385305515523,0.45685,0.4792
11,1.9338794512928776,1.8628029157204409,0.4745666666666667,0.482
12,1.8128588879902479,1.7288686589704116,0.4781166666666667,0.48
13,1.677352885501109,1.5902835507003543,0.47833333333333333,0.4784
14,1.5418233596330464,1.454872461380481,0.527,0.5926
15,1.407953484590313,1.3244534380049602,0.5899333333333333,0.5944
16,1.2810369799355978,1.2005023406630269,0.6027833333333333,0.6232
17,1.1639858993538406,1.0929923180359131,0.6353666666666666,0.658
18,1.0649163890158615,1.002835208918018,0.6669666666666667,0.6899
19,0.9822820399993994,0.9282842610533623,0.6940666666666667,0.7203
20,0.9121035690732907,0.862772538192463,0.7254,0.7545
21,0.8503097209677458,0.8032199498127065,0.75225,0.7794
22,0.7951171977844772,0.7507113616116415,0.7747666666666667,0.7955
23,0.74682740934488,0.7057999544526322,0.7917166666666666,0.8066
24,0.7058012969718774,0.6666961814907971,0.8034833333333333,0.8177
25,0.6703814493469757,0.6332408621106344,0.8139333333333333,0.8259
26,0.639868634148015,0.6042368485771595,0.8225166666666667,0.8336
27,0.6132739790733073,0.5794872320153197,0.8308333333333333,0.8385
28,0.5905638942682804,0.5573682552295852,0.8364,0.8444
29,0.5699929265979821,0.5383114012785787,0.8424333333333334,0.8527
30,0.5520160223558622,0.5207990887337047,0.8474833333333334,0.8582
31,0.5358042706089431,0.5055890171940028,0.8518166666666667,0.8617
32,0.5214779140619716,0.49199306212641086,0.8558666666666667,0.8648
33,0.5083957746336244,0.47938347345347304,0.8595166666666667,0.8695
34,0.4965147446864482,0.4680685529508946,0.8623333333333333,0.8723
35,0.4858259568155672,0.4575472831085384,0.8649666666666667,0.8755
36,0.4760366429118215,0.44835069423506874,0.86725,0.8769
37,0.46708696295366503,0.43980024049959265,0.86955,0.8787
38,0.4589004752303021,0.4320097932696568,0.8713333333333333,0.8813
39,0.45135558677124105,0.42486721693561885,0.8735166666666667,0.8836
40,0.44443203696843814,0.41819427727293534,0.87535,0.8847
41,0.43797468537547063,0.41216247957588814,0.87715,0.8861
42,0.43204851801039124,0.4062324291073911,0.8785,0.8884
43,0.4265544494905939,0.40118175947592644,0.8801,0.8899
44,0.42134813737572174,0.3964260082722221,0.8814,0.8912
45,0.4164355902858061,0.39198835658986536,0.8830166666666667,0.8919
46,0.4120860248192785,0.3875843058772667,0.8841333333333333,0.8934
47,0.4078255486369185,0.3835160793454997,0.88515,0.8944
48,0.4038312729653921,0.3798526774417204,0.8863333333333333,0.8946
49,0.4001869942666018,0.3763475707546746,0.8872333333333333,0.8946
